@relation sentiment-of-kitapyurdu-comments
@attribute comment string
@attribute sentiment {positive,negative}

@data
"boyle bir site varken insan niye gider d&rdan falan alisveris yapar anlamiyorum. hem gercekten musteri memnuniyeti odakli kurumsal bir site  hem de fiyatlari piyasadakilerden cok daha ucuz olmakla birlikte size her alisverisinizde bir suru puan  kampanya v.s. kazandiriyor. olum kalim olmazsa buradan kitap alacagimbundan sonra.", positive
"onumuzdeki 2-3 gun evden cikma gibi bir planim yoktu. bu sebeple internetten kitap siparisi vereyim dedim ve googledaki aramalarim sonucu tesadufen bu siteden aldim. kesinlikle cok memnun kaldigimi belirtmek isterim sanirim bundan sonra kitap alisverisimi internetten ve bu siteden yapacagim. cunku sonuna kadar hak ediyorlar ve daha dabuyumeliler bence.tesekkurler kitapyurdu.", positive
"yeni kitapcim. zîra enpara kampanyasi ile ayni zamanda da denemis oldugum babil.com sinavi gecemedi. idefix.com mailime yanit veremedigine ve faturalari bana postalamadigina gore  hediyelerimle birlikte faturalari da gonderdi. dr.com.tr ile son zamanlarda  babil ve idefix ile hasir nesir oldugum icin aramiza birsogukluk girdi. bu arada da kitapyurdunu deneyipkitaparsivinin de digerlerinden -emin olmamakla birlikte- daha genis oldugunu fark etmis bulundum.su halde ozel durumlar olusmadikca kitapyurdu.", positive
"istedigim cogu kitabi en uygun fiyata buldugum web site. uygun fiyatli kitaplarin yani sira kargo fiyatlari da cok uygun. cogu site 50tl  100tl gibi fiyatlara ucretsiz kargo saglarken kitapyurdundan 20tl uzeri alisverislere ucretsiz kargo hizmeti var. ayrica yine diger sitelerde kargo ucreti 5-10tl arasi degisirken burada 20tlnin altindaki urunlere1tl gibibir kargo fiyati veriyorsunuz. fakat.su alici kismina ad soyad disinda adres adi bilgisini yazmaktan artik vazgecin. onceden de boylemiydi yeni mi oldu farkinda degilim. farkinda oldugum surecten itibaren ise sinirlerimin bozulmasini coktan sagladi. birden fazla adresim oldugu icin (ev  ogrenci evi  akraba evi  dost evi  cay evi vb.) hepsini farkli isimlerle kaydetmem gerekiyor. gecenlerde baska bir adresimi evevevev seklinde kaydetmisim. bunu hepimiz yapariz. oraya asfasqe da yazabilirdim veya kufur de. bu benimle kitapyurdu.com hesabim arasinda kalmasi gereken bir mevzu. gel gorelim ki bunu kargo firmalariyla paylasiyorlar. kargoyu almaya gidiyorum ismime kayitli kargo yok. adam bulamiyor. cunku alicinin basinda abuk sabuk seyler yaziyor.neyse. bunu burdan belirtelim ki daha travmatik durumlar yasanmasin. suclu ve sorumlu kimse bu olaya cozum getirsin.aksi taktirde bir dahaki siparisimde butun kitapyurdu ve kargo calisanlarini sakalamak zorunda kalacagim.saygilar.", positive
"son ay aldigim kitaplarin bir kisminda basili olmayan sayfa vardi. zaten kargo sorunu olan bir yerde yasiyorum. mail attim ama hic beni tatmin eden bir aciklama gelmedi. oldu bi hata opusup barisalim modunda bir cevapti. bir isteksizlik var su an bende. normalde her ay siparis verirdim bu ay vermedim.", negative
"on gun once siparis verdim bu kitapciya ve dun bana mail yoluyla donerek; baskisi bitmis ya da yayinevine ulasmak mumkun olmuyor gerekcesiyle parami iade edebileceklerini soylediler. bunun uzerine; e madem o kitabi niye internet sayfaniza koyuyorsunuz oglum. diye delleniyorken mailin altinda bir ozur gordum aynen su yaziyordu: ozur: veritabanimizda 300 binin uzerinde urun var ve maalesef bunlarin tamamini takip etmek mumkun olamiyor. bazi urunler tukenmis oldugu halde yayinevi ya da dagiticilar tarafindan bu durum bize bildirilmemis olabiliyor. tamam ama bi daha olmasin. ben neredeyse iki hafta o kitabi bekledim lan.", negative
"facebook uzerinden sordugum soruya cevap alamadigim icin siparis veremedigim kitap sitesi.haliyle cevap veren kazandi.", negative
"teslim edilmeyen siparisi sisteminde teslim edildi gosteren kitap sitesi.", negative
"uye oldum bir kitap seti aldim bir saat sonra da iptal ettim ( set gecici olarak temin edilemiyormus sonradan farkettim) . ucreti iade etmediler. arayip soracaz ne zaman iade olu vb. lakin bu firmada insan calismiyor beyler bayanlar. her sey makine. bir iletim sistemi var mesaj falan atiyorsun sonuc nafile. bir telefon numarasi koymuslar ne zaman ararsan ara  sistemimiz hafa ici 09.00-18.00 arasi calismaktadir sanki gece yarisi ariyoruz.bilmedigin yoldan gitmiyecen arkadas.edit: iade ettiler mesajlarima cevap olarak mail de atmislar da ben gormemisim. kabahat benim.", negative
"kart bilgilerini girdigin odeme metodu adimina kadar geldigin halde hangi karta ne kadar taksit yaptiklari ogrenilemeyen alisveris sitesi.", negative
"10 kitaplik siparisin yaninda 2 tane kitap ayraci gonderen cimri kurumdur. ustelik bu ilk de degildir.o gereksiz -okumadigim- gazetemsi seyden iki tane koyacaginiza 3-5 tane ayrac koysaniz ya.", negative
"iskilipli atif hoca isimli haine dusunur diyen kendini bilmezlerin sitesi.", negative
"siparis temini icin tahminen 4 gun verse de bu sozunde asla durmayan minimum 8 gun kadar bekleten aradiginiz kitaplari sepetinize eklerken beklenmedik bir bicimde fiyatlari degisiveren israrla gonderilmeyen siparisiniz icin mail yolladiginizda editorleri tarafindan cevap verilmeyen internet sitesi. alisverisin iskenceye esdeger oldugu adres.peygamber sabri olmayan kisilerin kesinlikle uzak durmasi gereken yer.", negative
"kapaginin ortasinda koskoca sanayi atigi olan bir kitabi gonderen firma. bunu belirttiginizde piskin piskin kitaplarin genel bir kontrolden gectigini soyluyorlar ama sayfa sayfa taramak pek mumkun degilmis. ben ikinci bir sikayette kapagin yarisini kaplayan sanayi atigi yapiskanin nasil bu kontrolden gectigini soyledigimde ise 1.18 tl lik (yaziyla; bir lira on sekiz kurus) hediye ceki gonderip olayi gecistiriyorlar.", negative
"sadece 20 tl uzeri kargo avantaji nedeniyle tercih edilebilecek kitapci.", positive
"ilk turk materyalisti besir fuadin mektuplari adli kitabi bulan ve bana ulastiran super site. bir cok kitapcida ve sitede aramama ragmen bulamadigim kitabi o gun icerisinde temin eden ucuz ve hizli internet kitapcisi.", positive
"bugun ilk siparisim elime ulasti.carsamba aksami aksam 8.30 civarinda 3 kitap siparis ettim pazartesi oglen 1 de elimde oldu.pazar gunleri kargo sirketlerinin kapali oldugunu dusunursek yaklasik 3 gunde kitaplarim kusursuz bir sekilde geldi.kendilerine tesekkur ediyorum.gonul rahatligiyla alisveris yapabilirsiniz.", positive
"paranin hakkini veren firma.", positive
"sayfa cok muhtesem bir dizayna sahip olmamakla birlikte kitaplari saglam ambalaj ve hizli bir sekilde musteriye ulastiriyor  odemelerde de sorun cikmadi simdiye kadar.", positive
"tartismasiz kotu dizayna sahip ancak ucuz ve vaadettigi hizmeti layikiyla veren site. idefixe ile genellikle karsilastirilmaktadir ancak idefixden daha yavas oldugu da dogrudur  genellikle daha ucuz oldugu da. dogumgunuzde kargo ucreti almayarak resmen zorla kitap satmaktadirlar. siparis verme surecinden siparisin durumunu takip etmeyekadar tum bolumleri yeterli  hangi kitap teminedilmis  hangi kitabin gelmesi bekleniyor  ne zaman kargoya verilmis  tahmini olarak ne zaman elime ulasir vs. her turlu bilgiye erisebiliyorsunuz. bir de tasarimini yenilese tadindan yenmeyecek ama sonucta aradiginiz kitabi kolayca bulabiliyor ve rahatlikla satin alabiliyorsunuz. e zaman tasarim icin fazla da sikayete gerek yok.bir de satin aldiginiz kitaplara yorum yazdiginizda 20 puan veriyor  10-15 kitabi da 500 ila 2500 puan arasinda hediye veriyor  e be kardesin kitaplara bakiyorum 2ytllik kitap 1000 puan  ben 500 tane kitap yorumu yazacagim  2 ytllik kitap alacagim  bu mudur yani promosyon. eksigi olsa da guzel site.", positive
"evet kitaplari pek cok siteden  kitapcidan daha ucuz. keyifle sepete  favorilere  alisveris listesine kitap eklemek  kitap askiniza pek iyi geliyor ki sormayin.ama nacizane istegim  dilegim sudur kikitaplari temin ettikce yollasalar da biz beklemesek (idefix gibi). misalen ayni gun temin edilen 15 kitabi  6 gun icinde temin edilen 1 kitapyuzunden 6 gun beklemesek.evet siparisleri ayri ayri ver bekleme lan denilebilir. ama neden her seyi ben dusunmek zorundayim  neden neden.", positive
"turk dil kurumu yayinlarina ucuz ve kolayca ulastiran site.", positive
"uzun suredir her ay duzenli siparis veriyorum bu siteden. ifedix ile karsilastirma yapmamistim ama d&r in sitesinden daha uygun. yalniz son siparisimde kitabin birinde 4-5 syf. baski hatasi vardi daha dogrusu hic baski yoktu :) ve bir hafta olacak yeni siparisim temin edilemedi hala. artik baska alternatifler aramak sart oldu.verdigimsiparisleri okuma hevesimkalmadi artik bu neyahu hala beklemede fittiricam.", positive
"reklamlari insani 80lere goturen ve kitapkurdu zannettigim site.", positive
"benim de tercih ettigim yerdi fakat babil ayni hizmeti daha dusuk fiyatla veriyor. onu fark ettikten sonra daha alisveris yapmadim. ama alacagim kitap toplamini iki siteden karsilastirip oyle karar veriyorum. yine de eksik olmasindir.", negative
"iki gundur mail atmiyor. hayatindan endise ediyorum.", negative
"site tasarimi ve odeme sistemi cok daginik olan site.insana guven vermiyor. ama gonderileri mng kargo araciligiyla olsa bile cabuk geldi. bu yonden tesekkur ediyorum kendilerine.", negative
"diger kitap sitelerine gore pahali olan site.", negative
"halkbankla bi problemi oldugunu dusundugum site. gecen sene kartimi hic kabul etmiyordu. bu sene kabul etti ama bayagi bi bekletti.", negative
"internet piyasasindaki en uygun kitap alisveris sitesi degildir. almak istediginiz kitap fiyatlarini baskaca yerler ile mutlaka karsilastirin. ornegin d&rda benim baktigim tum kitaplar daha ucuz 50tllik kitap siparisine kargo ucreti alinmiyor ve tum kitaplari neredeyse ayni gun hazirlayip kargoya veriliyor.", negative
"siteden cikis yapmadan su kitabi su fiyata ozel olarak alabilirsiniz diyen ama sepete ekleyince yamuk yapan site. veririm siparis size kesin. aha bu da linkhepsini denedim her sekilde yalan dolan reklam koymuslar iste.sikayetimi de bildirdim. bakalim geri donecekler mi.", negative
"solucanlarin kurtlarin asagi yukari dans etmesi beni cildirtiyorhayir dayanamiyorum nolur kaldirin su reklami.", negative
"national geographicte danseden inek tipli renkli solucanlari araliksiz seyrettirerek beni hayattan sogutmus kitap saticisidir.", negative
"guzel sevimli bir reklam yapmis site. fakat discovery channelda pespese 100 kere yayimlaninca nefret uyandirmistir. nasil itici hale geldi anlatamam. bir reklam arasinda 5 kere cikiyor.", negative
"mayis ayi boyunca ios ve android uygulamalarindan bkm expressle yapilan 50 lira uzeri alisverislerin 20 lirasini geri veren kitap sitesidir.amme hizmeti tamamlandi.", positive
"ilk alisverisimi sorunsuz ulastiran kitapci. alisveris listesi falan olusturdum. ayda bi kac defa sevisecegiz artik.", positive
"bir kucuk benzetme yapacak olursak populer muzige karsi alternatif muziktir. d&r i falan bosverin beyler  bayanlar  agabeyler  ablalar.", positive
"ic sayfalar gibi sahane bir ozellik sunan site.", positive
"iphone uygulamasi cikmis ama var olan uyeliginizi kabul etmiyor  biz de iphoneda  normal siteden giris yapiyoruz ve ayni isi goruyor. bu arada bu siteden kitap almak gercekten ucuza geliyor.", positive
"yeni cikan kitaplarin sinirli sayida bir kismini 2 lira  5 lira gibi fiyatlara veren ve 20 lira ve uzeri siparislerde kargonun da bedava olmasiyla bu ara sikca alisveris yaptigim kitapci.", positive
"eski hali kullanisli olan  ancak yeni gorunumunde de ek ozelliklerin getirilmesiyle daha kullanisli hale geldigini dusundugum site. tabi gozlerinin alismasi biraz zaman alacaktir eskisini ezberlemis olanlar icin.", positive
"baslangic olarak  platformla tanismam uc yili asti: oncelikle populer oldugunu dusundugum korkma ben varim  az ve erken kaybedenleri aldim ve d&rdan asgari 70 lirayi bulacak kitaplar bunlar. turkiyede en ucuza edebiyat kitabi alabileceginiz bu siteden ise 47 liraya almistim sanirim. aliskanlik yapti  uc aylik surelerle gayet makul bir fiyata  kenara attigim harcliklarimla daha once de bahsettigim gibi 3 kitap fiyatina 5-6 kitap alabiliyordum. istemsizce artti bu sayi. ustelik yuzde 50ye varan indirimler de geliyordu her kitapta  artiyordu bu yuzde. ustelik kargo azami 4 lira falandi  sanirim halen oyle. ziraatten katki payi yatirmadan havale dahi yapabiliyorsunuz ve azami iki gune onaylaniyor fakat  sorun diye tabir edilmeyecek bir durum mevcut: kitaplarin temini. sectiginiz kitaplarin temin surelerinin ayni surelerde oldugundan emin olmalisiniz. nasil mi. okumak istediginiz kitaplari sepete ekleyerek. boyle de mantikli bir kitap alisveris platformu.2013 yaz aylarinda kargosu bedava olan termos aldim ve halen kullanmaktayim. kafkanin neredeyse tum oykulerini arsiv yaptigim dogrudur. ek olarak ozel gunlerde -yilbasi ornek teskil edebilir- dergi veya ozel seyler gondermekteler.karsilastirmak iyi olmaz ama digerleriyle hic ugrasmamakta fayda var paranizi bir sonraki kitaplara ayirabilir  zamaninizsa yaniniza kar kalir  magdur olmazsiniz.", positive
"sitesi kullanilabilirlik acisindan kotu olsa da gayet guzel isleyen bir mekanizmasi var  yani kitap severler sevecekter burayi muhtemelen. bende uzun zamandir almak istedigim bir kac kitabi bu vasitasiyla aldim. bugun ellime gelen kitaplarin yanina guzel motifli kitap ayraclari vermeleri de hosuma gitti(seviyorumnedense her turlu kitap ayraci). ayrica kendilerineneden eft kelimesini kullanmadiklarina dair bir mesaj attim(havale yaziyordu eft hic bir yer yerde yazmiyordu bu da benim gibi ilk defa havale eft kullanan kisilerin kafalarini karistiriyordu)  baktim ki gecen havale secenegine tikladiktan sonra asagida cikan turuncu nota eft ibaresini de eklemisler.", positive
"simdiye kadar sekiz defa ortalama 5 kitaptan olusan alisveris yaptim. siparislerimin tamami guzel paketlenmis sekilde tam gununde elime gecti. isin ilginci yurtici kargo kullaniyorum ve hepsini is yerime tam gununde getirdiler.", positive
"idefixi bilmem ama bu siteyi yerip d&ri ovenler var ya iste onlar gercekten gaflete dusenlerdendir.", positive
"fiyatlari baska yerlere gore uygun olan ama kitaplarin elinize yaklasik 4-5 gunde ulastiran firmadir. kitap alacaginiz zaman ilk bakacaginiz site olmali bence.", positive
"bazi zamanlar bende cok kizsam da alisveris yapmaktan vazgecemedigim site. en takdir ettigim yani da arsivinin saglam olmasi. d&r ve ya idefixte satis disi gozuken ya da sitesinde ekli olmayan eser  kitapyurdunda mevcut oluyor.", positive
"uzun suredir kitaplarimi temin ettigim site. kitaplari guzel ve ozenli kapliyorlar. su ana kadar en ufak bir hirpalanma  asinma vs. gormedim yolladiklari kitaplarda. jilet gibi gonderiyorlar kitaplari mubarek. hiz ideal  iki gun icerisinde geliyor kitaplar. en onemli ve guzel avantaji ise 20 tlden sonrasina kargo bedava diyorlar. bupiyasadaki digerrakiplerine oranla avantaj. bend&rin magazasinda calisan bir kitapci olarak ne d&rin magazasindan ne de internet sitesinden alirim kitaplari. d&rin internet alisverisinde 50 tl ve sonrasi kargo bedava oldugu icin de burasi her turlu daha avantajli.bugun calistigim magazaya gelen oldukca guzel bir kiza da 35 tllik amac isimli kitabi en uygun fiyata alabilmesi icin d&rda calismama ragmen kitapyurdunu tavsiye ettim. turkiyede benim gibi musterisini dusunen samimi kitapci bulmak zor azizim. tez elden kitapci ariyorlarsa buradan kendilerine selam ederim. d&ra gelen guzel kizlari bile kitapyurduna yonlendiriyorum  haberleri olsun.", positive
"20 tl ustu kargo bedava kampanyasi sunmakta. ayrica beta.kitapyurdu.com adresinden yapilacak siparislerde de bedava ajanda veriyor.", positive
"an itibari ile yenilenmistir.fakat su an site cok kasiyor. ve eski surume donebilme secenegi de mevcut.", positive
"internetten kitap alacaksam tek adresimdir. paketlemelerini  hizlarini hatta okuyucu yorumlarini bile begeniyorum. bazen minik surprizler yaparlar. kitabinizla birlikte  paketten hazir kahve cikar. severim boyle ayrintilari.", positive
"yillardir alisveris yaptigim  hizmetine guvendigim site. az once 4 tane kitap siparis ettim. ayni kitaplari baska yerden alsaydim ortalama 18 tl daha fazla odemis olacaktim.sevilesidir. candir.", positive
"sitesinin goruntusune yok bilmem nesine falan bakilmadan desteklenmesi gereken kitapcidir  neden mi idefixin geldigi hal ortada dogan sirketler grubunun el atmasiyla ne hale geldi herkes biliyor  d&r ve idefixe karsi cok cok daha kaliteli hizmet sunuyorlar.ben suana kadar bir sorun yasamadim bu demek degilki asla yasamayacagim insaninoldugu her yerdehata da vardir  oyle bir durumoldugunda da iletisim onemli. kendilerinden ne siparis ettiysem elime kisa surede ve cok iyi kargolanmis bir sekilde elime ulasti.", positive
"yeni kullanacaklari tasarima su adresten goz atabileceginiz kitap alisverisi sitesi:kitapyurdu.com nihayet yeni bir tasarim yapilmis ama olmus mu olmamis mi  zaman gosterir.", positive
"dogru duzgun calismayan sistemi hatalar veren; en onemlisi de editorleri atilan mailleri okumayan ya da iyi ihtimalle cevap verme geregi duymayan sitedir. ustelik bu kadariyla da bitmez ya; onca beceriksizliklerine ragmen bunlar hâlâ ilk ikiden biriyse ciddi ciddi bu isi ben de yapabilirim dedirtmislerdir.", negative
"bir zamanlar cokca alisveris yaptigim ama yasadigim bir sikinti karsisinda attigim hic bir maile cevap vermemesi ve hic kimsenin magduriyetimi gidermeye caba bile gostermemesi sonucunda artik kesinlikle alisveris yapmadigim site.musterilerine genel olarak bir saygisizlik soz konusu saniyorum.", negative
"kocaman bir potansiyeli heba etmis kitap satis sitesi. senelerdir ayni tasarimi kullanmasi bir yana bir sirket hic mi buyumeye alaniyla ilgili baska yatirimlar yapmaya falan cabalamaz. sen turkiyenin en buyuk kitap satis sitesisin sendeki kullanici yorumu kitap stogu sorunsuz alisveris rakibinde yoktu. ama rakibin kendi festivalini duzenler bilgi yarismalari hazirlar edebiyat dergisi cikarir dagitim sektorune girer sen bakarsin. simdi babil.com geldi adamlar e-kitap okuyucusu cikardilar yetersiz olan e-kitap icerigini artirmaya basladilar. edebiyat dergileri hatta planladiklari goodreads gibi bir kitap sosyal medyasi var. yayinevi kurup kitap dahi basiyorlar. sen nuh nebiden kalma tasarimi betaya geciremedin. ki gecirme zaten simdiki tasarim 20 sene gerideyse gecmeye calistigin da 5 sene geride.", negative
"3 defa email uyeliginden cikmama ragmen gunde 3 kez bulten gondermeye devam eden site. alisveris yapacagim varsa da yapmam gider elden alirim kitaplarimi ya da baska siteden alirim.", negative
"iskilipli atif hoca paylasimindan sonra kesinlikle siparis vermeyip yakinlarimi ve arkadaslarimi bu konuda uyaracagim site. 7 yildir 10 dan fazla siparis vermisimdir ki lanet olsun. varsin gerekirse 4-5 lira pahaliya mal olsun bu heriflere kalmayalim. en ucuz site oldugu da en buyuk yalandir.bu sitenin hitap ettigi kesim kadir misiroglu seviyesindeki insanlardir.", negative
"hesabimi kendi kafalarina gore donduran site. e-mail atip durumu duzelttiklerinde de bugune kadar kazandiginiz butun puanlar siliniyor. boyle olunca da insanin akli bulaniyor.", negative
"15 yasinda olmasina ragmen hala <table> kod </table> mantigi ile calisan kitap sitesi. adblock ile girdiginizde sitenin govdesi gelmemektedir. sayfaya google chrome ile girdiginizde alt kisimda kaydirma cubugu cikmaktadir. cok vasat bir yazilim altyapisi vardir. hatalari gormek icin ama kitapyurdu.comu severiz. sayariz. bu kadar beklendigine gore dunya standartlarinda bir web sitesi tasarimi ile guncelleyeceklerdir diye umuyoruz.septendesilyon kitapyurdu.com diye var sayfanin varligindan soz etti.", negative
"an itibariyle odeme sistemlerinde bir hata olan web sitesi. hem dogrudan siteye kredi karti bilgilerini girerek hem de paypal uzerinden almayi denedim ikiside pert. isin ilginc tarafi isleminizi yapamadik ya da olmadi haci gibi bi uyari mesaji faln da yok. siparis tamamlanmis gibi son adima geciyor.fiyat olarak da idefixten daha avantajli olmadiklarini farkettim bir de bu odeme yapacam diye ekran basinda darlanmalarim falan. yakin zamanda temelli ayrilacagim site olacaktir tahminen.", negative
"iki gundur paypal ile odeme yapilamayan site. para vermek icin kicimi yirtiyorum ama hic orali degiller.", negative
"fiyat konusunda avantajli oldugunu dusunmuyorum. yukaridaki entryde bahsedilen otostopcunun galaksi rehberi adli eser burada 3575 tl iken babilde 33 tl. her ikisinde de kargo bedava.", negative
"bir sorununuz oldugunda cozmeye calismayan bunun aksine papagan gibi ayni cevabi mail atmaya devam eden saygisiz ve bir daha asla alisveris yapmayacagim nuh nebiden kalma site.", negative
"amiyane tabirle gosterip vermeyen site.idefix kullanici ellerinde bulundugunu one surdukleri kurt vonnegut kitaplarinin cezbiyle beni aglarina dusurduler. tedarik sureci 6gun diyor e sen de beklentiye giriyorsun dogal olarak. 6oluyor 9 gun  mesaj atiyorsun 2gun daha bekleyin tedarik edecegimizi dusunuyoruz(.)  diyorlar hadi bakalim dusunun diyorsun. dusunene saygim sonsuz ama bu sekilde bi dusunus olmamaliydi o tabi. 12 gun sonunda kitabi tedarik edemeyip iptal ettiklerini goruyorsun. sonuc : piyasada bulamadigim kitabi bulmus gibi oldum ama bulamadim. platonik ask gibi. yok ask degil de baska bi sey.elinde olmayan tedarik edemeceyegin kitabi niye gosterip vermiyorsun¿ o gazla aldigim 15 kitabi bari neden onden gondermiyorsun¿ kivrim kivrim solucanlarin basci kitaplarinla geceyarisi reklamlarini combo yaptiran seni baya keklemis hayirli olsun. dogan gruba yesir ettin yine beni helal olsun mucuk.", negative
"bir daha siparis verirsem ellerim kirilsin.mng kargoyla calisan firma.hatta yurtici secsen mng ile gonderiyor. e bu durumda teslimatta sorun cikarmalari farz haline geliyor. ilk siparisimi eline yuzune bulastirmistir. oncelikle siparis sistemi milattan kalma. kargoyu yurtici tiklamama ragmen mng kargoya vermisler. mng kargo malum zaten. biz oraya getirmeyiz kendin al dediler. evin onundeki firmaya teslimat yapiliyor. bizim eve sirket politikalari musaade etmiyormus. su an iade surecindeyiz. bundan sonra mis gibi idefixden babilden sipanis yaparim. bunlarin kapisindan gecmem.", negative
"milattan once kalma web sitelerini neden hala yenilemediklerini anlayamadigim kitapci.", negative
"tum iyiniyetlerimi bir kenara biraktigim firma bakiniz kendileri hakkindaki tum tanimlarim: zira 3 adet urun 26 kasimdan bugune (tam 13 gun) hazirlaniyor olamaz. iclerinden biri temin edilemiyordu alisveris ceki onerdiler kabul ettim. onu da islememisler. siparis iptali de yok ki.gel de artik buradan alisveris yap yapmam. digerlerini denemek sart oldu.", negative
"berbat site tasarimina sahip site. insanlar buradan nasil kitap buluyor da nasil siparis veriyor anlamak guc.cogu zaman kitap satin almasam bile sitelerde gezinirim. ilgimi cekecek bir sey uygun fiyata bi kitap bulurum diye. degisiklik olsun burayi da bir turlayam dedim yok anam babam olmuyor. daraldim kactim.", negative
"tasarimi ruhumu daraltan site. butun kitaplarimi netten alirim ama kitapyurdu beni depresyona sokuyor. ayrica hicbir kitap sitesi fiyat acisindan digerinden ustun degil. bir gun onda ucuz olan diger gun bir baskasinda daha ucuz. karsilastirmali almak lazim.", negative
"ayni gun temin edilmesi gereken kitaplarimi 3 gundur bana teslim etmeyen kitapci. tamam anladim 6 kitaplik siparisimin 2 kitabi hala temin edilememis ancak bunlar ayni gun gondermeleri gereken kitaplarimi da hala bana gondermiyorlar. ben de inat ettim buradan siparis ettigim kitaplar gelene kadar kitap okumayacagim o denli okumak istiyorum cunku mevzu bahis eserleri. neyse efendim bakalim inatlasma nerede kadar surecek. bir de yurtici kargoyu sectim nedense heyecan dorukta beklenedeyim.", negative
"verdigim kitap siparisini gunlerdir temin edememis zikik bir alisveris sitesi. illallah dedirtmistir. verin ulan parami.", negative
"son yaptigim alisveriste kitap sayfalarinin eksik baskili gonderilmesi uzerine sogudugum firma. bunu daha once soylemistim. ama kitapsiz duramadigimdan ve baska alternatifim olmadigindan gecen hafta siparis verdim. internet alisverislerinde en iyi site diye bir sey yok kesinlikle. d&r bazen cok iyi bazen cok kotu diger kitap siteleri de pek farkli degil. hemen hepsinden alisveris yaptim. kitapyurdunu daha cok tercih etme sebebim fiyat duyarliligi. kitabi seviyorum ve bu tur sitelerin gerzekliklerine katlaniyorum mecburen.", negative
"en son 8 ekim gecesi verdigim siparisi 10 ekimde elime ulastirmis harika site. 5. alisverisim ve cok memnunum. idefix ile birlesip birlikte mahvolan d&rin yoklugunda ilac gibi geldi. simdilerde 20 tl ustu kargo bedava  10 tl uzeri alisverislerde ise 1 tl kargo ucret aliyorlar  sirf bunun icin bile alisveris yapilabilir. oneririm.", positive
"paypal ile odeme kabul ettigi icin favorim kitap sitesi. ayrica da hic aldatmadim kendisini ne babil ile  ne idefix. ile. sadece d&r ile arada bir kesisiyoruz  o da her avmde oldugu icin. ona da kizmiyor kitapyurdu  cok naif ayrica 2004 yilindan bu yana gectigim tum siparislerimin listesi bile orada kayitli. manevibagim var oraya  koparamam.", positive
"hizli tedarik ve gonderi hizmetine hayran oldugum online kitap satisi yapan site. ayrica musteri hizmetleri cok hizli donus yapiyor.", positive
"cok ucuza kitap sunan  kelepir kitap kampanyalari ile  1 ytlye bile kaliteli kitaplar satin alabileceginiz site. maillere ve sikayetlere cok kisa surede cevap vermeleri cabasi. tasarim konusunda sikintilari olsa bile  insan aradigini bulabiliyor genellikle.", positive
"aksam verdigim siparisi sabahina kapima ulastiran site.", positive
"d&r dan sonra tofastan tan inip lamborghini ye binmis hissi veren mukemmel site. gonul rahatligiyla kullaniniz.", positive
"kitap kurtlari icin vazgecilmez olma potansiyeli tasiyan  sali gunu piyasadan cok uyguna aldigim 3 adet kitabi 24 saatten daha kisa surede yurtici kargo ile istanbuldan adanada oturan bana ulastirarak sasirtan super hizli firma.", positive
"dun siparis ettigim kitabimi bugun evime birakan site  ilk alisverisimdi ve gozume girdi. ayni saatte idefixden verdigim siparisim ise henuz elime ulasmadi  yani idefizi solladin kitapyurdu  artik gonullerin birincisisin.", positive
"beta.kitapyurdu.com ile yeni tasarima gecmis. yeni tasarim altyapisi ise ucretsiz opencart.", positive
"turkiyedeki en kaliteli kitap sayfalarindan biridir. uzun yillardir kullanmama ragmen hic sorun yasatmamistir. kitap arsivi oldukca buyuktur. kitapcilari bile herhangi bir kitabi arastirirken  kitapyurdunu kullandigina tanik oldum.", positive
"iade ettigim kitabin parasini hala alamadigim site.", negative
"3 gunde getiririz dedikleri kitabi 5. gununde hala bekledigim hede.burasi kadar gereksiz bir site yok.ha bir de eksi sozluk var tabii.", negative
"twittera telefon uygulamalariyla alakali reklam vermisler cekelim dedik ama uygulamayi calistirma faslina geldigimizde veri alisverisi yapamadigini aci bir sekilde fark ettik. biraz ozen gostermeleri lazim boyle seylere direkt sildik ve bir daha yukler miyiz bilinmez.", negative
"falan miktar uzerinde alisveris yaparsaniz kargo ucretsiz deniyor bu bence bir aldatmaca. size sunulan 3-4 kargo sirketinden sadece surat kargo ucretsiz. diger kargo sirketlerini tercih ederseniz ek masraf aliyorlar. siparisinizi yavas temin etse de yine de istikrarindan oturu alisveris ettigimiz site.", negative
"beta versiyonu eski dandik sitesinden daha da berbat hale burunmus sitedir.", negative
"daha once farkli tutumlarindan dolayi kendilerinden alisverise ara vermistim. uzun bir aradan sonra ikinci bir sans olarak tekrar siparis verdim. bu siparisimin ardindan gelen kitap hakkindaki asagidaki yorumumu yayinlamamis sordugumda moderasyon tarafindan uygun bulunmadigini belirtmis ve musteri olarak beni temelli kaybetmis kitap siparis sitesidir.yazarin baskin muhafazakar kimligini cok one cikardigi bir kitap olmus. farkli goruste olan ailelerin uygulamak istemeyecegi yonlendirmeler var. ayni zamanda kitap 184 sayfa ancak yazi tipleri cocuk kitabi gibi cok buyuk. 1.5 saatte tamami okunabiliyor. elbet konunun uzmanidir goruslerini okumak lazim ancak cagdas ailelere ve kitap kurtlarina tavsiye etmiyorum.kitabi merak edenler icin:kitapyurdu.com.", negative
